'code';'code';'libelle';'ordre'
"fichemetier","fichemetier_index","Accéder à l'index des fiches métiers","0"
"fichemetier","fichemetier_afficher","Afficher une fiche métier","10"
"fichemetier","fichemetier_ajouter","Ajouter une fiche métier","20"
"fichemetier","fichemetier_modifier","Éditer une fiche métier","30"
"fichemetier","fichemetier_historiser","Historiser/Restaurer une fiche métier","40"
"fichemetier","fichemetier_detruire","Détruire une fiche métier","50"
"fichemetier","fichemetier_etat","Gestion des états des fiches métiers","1000"
"ficheposte","ficheposte_index","Accéder à l'index des fiches de poste","10"
"ficheposte","ficheposte_afficher","Afficher une fiche de poste","20"
"ficheposte","ficheposte_ajouter","Ajouter une fiche de poste","30"
"ficheposte","ficheposte_modifier","Modifier une fiche de poste","40"
"ficheposte","ficheposte_historiser","Historiser/Restaurer une fiche de poste","50"
"ficheposte","ficheposte_detruire","Détruire une fiche de poste","60"
"ficheposte","ficheposte_associeragent","Associer un agent à une fiche de poste","100"
"ficheposte","ficheposte_afficher_poste","Afficher les informations sur le poste","200"
"ficheposte","ficheposte_modifier_poste","Modifier les informations sur le poste","210"
"ficheposte","ficheposte_etat","Modifier l'état d'une fiche de poste","300"
